0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051
0.92709,0.93573,0.94355,0.95049,0.95649,0.96148,0.96541,0.96825,0.96997,0.97055,0.96997,0.96825,0.96541,0.96148,0.95649,0.95049,0.94355,0.93573,0.92709,0.91772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92709,0.93573,0.94355,0.95049,0.95649,0.96148,0.96541,0.96825,0.96997,0.97055,0.96997,0.96825,0.96541,0.96148,0.95649,0.95049,0.94355,0.93573,0.92709,0.91772
0.93367,0.9425,0.95049,0.95759,0.96372,0.96883,0.97285,0.97576,0.97752,0.97811,0.97752,0.97576,0.97285,0.96883,0.96372,0.95759,0.95049,0.9425,0.93367,0.9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93367,0.9425,0.95049,0.95759,0.96372,0.96883,0.97285,0.97576,0.97752,0.97811,0.97752,0.97576,0.97285,0.96883,0.96372,0.95759,0.95049,0.9425,0.93367,0.9241
0.93935,0.94834,0.95649,0.96372,0.96997,0.97518,0.97928,0.98225,0.98404,0.98464,0.98404,0.98225,0.97928,0.97518,0.96997,0.96372,0.95649,0.94834,0.93935,0.92961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93935,0.94834,0.95649,0.96372,0.96997,0.97518,0.97928,0.98225,0.98404,0.98464,0.98404,0.98225,0.97928,0.97518,0.96997,0.96372,0.95649,0.94834,0.93935,0.92961
0.94408,0.9532,0.96148,0.96883,0.97518,0.98047,0.98464,0.98766,0.98948,0.99009,0.98948,0.98766,0.98464,0.98047,0.97518,0.96883,0.96148,0.9532,0.94408,0.93418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94408,0.9532,0.96148,0.96883,0.97518,0.98047,0.98464,0.98766,0.98948,0.99009,0.98948,0.98766,0.98464,0.98047,0.97518,0.96883,0.96148,0.9532,0.94408,0.93418
0.9478,0.95704,0.96541,0.97285,0.97928,0.98464,0.98887,0.99193,0.99377,0.99439,0.99377,0.99193,0.98887,0.98464,0.97928,0.97285,0.96541,0.95704,0.9478,0.93779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9478,0.95704,0.96541,0.97285,0.97928,0.98464,0.98887,0.99193,0.99377,0.99439,0.99377,0.99193,0.98887,0.98464,0.97928,0.97285,0.96541,0.95704,0.9478,0.93779
0.95049,0.95981,0.96825,0.97576,0.98225,0.98766,0.99193,0.99501,0.99687,0.99749,0.99687,0.99501,0.99193,0.98766,0.98225,0.97576,0.96825,0.95981,0.95049,0.9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95049,0.95981,0.96825,0.97576,0.98225,0.98766,0.99193,0.99501,0.99687,0.99749,0.99687,0.99501,0.99193,0.98766,0.98225,0.97576,0.96825,0.95981,0.95049,0.9404
0.95212,0.96148,0.96997,0.97752,0.98404,0.98948,0.99377,0.99687,0.99874,0.99937,0.99874,0.99687,0.99377,0.98948,0.98404,0.97752,0.96997,0.96148,0.95212,0.94197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95212,0.96148,0.96997,0.97752,0.98404,0.98948,0.99377,0.99687,0.99874,0.99937,0.99874,0.99687,0.99377,0.98948,0.98404,0.97752,0.96997,0.96148,0.95212,0.94197
0.95266,0.96204,0.97055,0.97811,0.98464,0.99009,0.99439,0.99749,0.99937,1,0.99937,0.99749,0.99439,0.99009,0.98464,0.97811,0.97055,0.96204,0.95266,0.9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95266,0.96204,0.97055,0.97811,0.98464,0.99009,0.99439,0.99749,0.99937,1,0.99937,0.99749,0.99439,0.99009,0.98464,0.97811,0.97055,0.96204,0.95266,0.9425
0.95212,0.96148,0.96997,0.97752,0.98404,0.98948,0.99377,0.99687,0.99874,0.99937,0.99874,0.99687,0.99377,0.98948,0.98404,0.97752,0.96997,0.96148,0.95212,0.94197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95212,0.96148,0.96997,0.97752,0.98404,0.98948,0.99377,0.99687,0.99874,0.99937,0.99874,0.99687,0.99377,0.98948,0.98404,0.97752,0.96997,0.96148,0.95212,0.94197
0.95049,0.95981,0.96825,0.97576,0.98225,0.98766,0.99193,0.99501,0.99687,0.99749,0.99687,0.99501,0.99193,0.98766,0.98225,0.97576,0.96825,0.95981,0.95049,0.9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95049,0.95981,0.96825,0.97576,0.98225,0.98766,0.99193,0.99501,0.99687,0.99749,0.99687,0.99501,0.99193,0.98766,0.98225,0.97576,0.96825,0.95981,0.95049,0.9404
0.9478,0.95704,0.96541,0.97285,0.97928,0.98464,0.98887,0.99193,0.99377,0.99439,0.99377,0.99193,0.98887,0.98464,0.97928,0.97285,0.96541,0.95704,0.9478,0.93779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9478,0.95704,0.96541,0.97285,0.97928,0.98464,0.98887,0.99193,0.99377,0.99439,0.99377,0.99193,0.98887,0.98464,0.97928,0.97285,0.96541,0.95704,0.9478,0.93779
0.94408,0.9532,0.96148,0.96883,0.97518,0.98047,0.98464,0.98766,0.98948,0.99009,0.98948,0.98766,0.98464,0.98047,0.97518,0.96883,0.96148,0.9532,0.94408,0.93418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94408,0.9532,0.96148,0.96883,0.97518,0.98047,0.98464,0.98766,0.98948,0.99009,0.98948,0.98766,0.98464,0.98047,0.97518,0.96883,0.96148,0.9532,0.94408,0.93418
0.93935,0.94834,0.95649,0.96372,0.96997,0.97518,0.97928,0.98225,0.98404,0.98464,0.98404,0.98225,0.97928,0.97518,0.96997,0.96372,0.95649,0.94834,0.93935,0.92961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93935,0.94834,0.95649,0.96372,0.96997,0.97518,0.97928,0.98225,0.98404,0.98464,0.98404,0.98225,0.97928,0.97518,0.96997,0.96372,0.95649,0.94834,0.93935,0.92961
0.93367,0.9425,0.95049,0.95759,0.96372,0.96883,0.97285,0.97576,0.97752,0.97811,0.97752,0.97576,0.97285,0.96883,0.96372,0.95759,0.95049,0.9425,0.93367,0.9241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93367,0.9425,0.95049,0.95759,0.96372,0.96883,0.97285,0.97576,0.97752,0.97811,0.97752,0.97576,0.97285,0.96883,0.96372,0.95759,0.95049,0.9425,0.93367,0.9241
0.92709,0.93573,0.94355,0.95049,0.95649,0.96148,0.96541,0.96825,0.96997,0.97055,0.96997,0.96825,0.96541,0.96148,0.95649,0.95049,0.94355,0.93573,0.92709,0.91772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92709,0.93573,0.94355,0.95049,0.95649,0.96148,0.96541,0.96825,0.96997,0.97055,0.96997,0.96825,0.96541,0.96148,0.95649,0.95049,0.94355,0.93573,0.92709,0.91772
0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051
0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255
0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389
0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461
0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476
0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476,0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476,0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476,0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476,0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476,0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476,0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476,0.88287,0.89032,0.89705,0.90301,0.90815,0.91242,0.91578,0.9182,0.91967,0.92015,0.91967,0.9182,0.91578,0.91242,0.90815,0.90301,0.89705,0.89032,0.88287,0.87476
0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461,0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461,0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461,0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461,0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461,0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461,0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461,0.893,0.90071,0.90768,0.91385,0.91918,0.9236,0.92709,0.92961,0.93112,0.93163,0.93112,0.92961,0.92709,0.9236,0.91918,0.91385,0.90768,0.90071,0.893,0.88461
0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389,0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389,0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389,0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389,0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389,0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389,0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389,0.90255,0.91051,0.91772,0.9241,0.92961,0.93418,0.93779,0.9404,0.94197,0.9425,0.94197,0.9404,0.93779,0.93418,0.92961,0.9241,0.91772,0.91051,0.90255,0.89389
0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255,0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255,0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255,0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255,0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255,0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255,0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255,0.91146,0.91967,0.92709,0.93367,0.93935,0.94408,0.9478,0.95049,0.95212,0.95266,0.95212,0.95049,0.9478,0.94408,0.93935,0.93367,0.92709,0.91967,0.91146,0.90255
0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051,0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051,0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051,0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051,0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051,0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051,0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051,0.91967,0.92809,0.93573,0.9425,0.94834,0.9532,0.95704,0.95981,0.96148,0.96204,0.96148,0.95981,0.95704,0.9532,0.94834,0.9425,0.93573,0.92809,0.91967,0.91051
